Date,Service,InstanceType,Region,Cost,CPUUtilization,MemoryUtilization,NetworkIO,StorageUsed,RunningHours,Recommendation
2024-06-20,EBS,gp2,eu-central-1,16.88,0.0,0.0,31.71,170.53,730,delete_unused
2024-12-28,S3,Glacier,ap-southeast-1,13.4,0.0,0.0,0.62,3223.75,730,optimal
2024-07-06,S3,Standard,us-east-1,77.07,0.0,0.0,36.58,3301.9,730,optimal
2024-10-10,S3,Glacier,eu-west-1,29.25,0.0,0.0,47.92,6977.78,730,optimal
2024-07-09,Lambda,128MB,eu-west-1,0.02,41.01,74.47,0.01,0.0,0,optimal
2024-08-10,EBS,gp3,us-east-1,42.32,0.0,0.0,4.88,528.57,730,optimal
2024-03-13,RDS,db.t3.medium,eu-central-1,27.5,24.62,51.34,32.76,367.0,400,optimal
2024-12-29,EBS,gp2,ap-southeast-1,14.08,0.0,0.0,38.15,141.49,730,delete_unused
2024-11-19,Lambda,256MB,ap-southeast-1,0.04,22.91,11.66,0.09,0.0,0,optimal
2024-06-24,Lambda,512MB,us-east-1,0.09,17.31,20.41,2.14,0.0,0,optimal
2024-08-23,RDS,db.t3.small,us-west-2,19.31,55.47,45.98,33.89,860.3,542,optimal
2024-08-28,RDS,db.r5.xlarge,us-west-2,340.62,36.65,51.18,35.44,865.47,686,reserved_instance
2024-11-08,S3,Glacier,eu-west-1,16.45,0.0,0.0,33.64,4066.66,730,optimal
2024-01-03,EC2,t3.small,eu-central-1,13.7,10.38,23.25,121.67,18.39,632,optimal
2024-11-29,EBS,gp3,us-west-2,17.2,0.0,0.0,82.87,214.19,730,optimal
2024-08-19,RDS,db.t3.micro,us-west-2,10.89,56.71,21.56,38.87,388.36,614,optimal
2024-02-07,Lambda,512MB,us-east-1,0.09,45.53,47.31,3.28,0.0,0,optimal
2024-09-03,EC2,t3.micro,eu-west-1,6.84,28.18,29.97,136.68,63.28,675,optimal
2024-11-24,EC2,t3.small,us-east-1,13.82,4.06,13.56,48.05,5.0,688,optimal
2024-07-09,EC2,c5.large,us-west-2,50.28,56.55,58.75,53.88,254.76,574,optimal
2024-02-25,EC2,t3.2xlarge,us-west-2,178.78,8.13,5.0,32.55,209.75,537,downsize
2024-02-11,EC2,t3.2xlarge,us-west-2,179.36,24.44,45.43,72.8,76.28,551,downsize
2024-01-28,EBS,gp3,us-west-2,4.78,0.0,0.0,21.06,61.28,730,delete_unused
2024-08-24,EC2,m5.large,ap-south-1,40.01,45.24,38.51,154.14,149.5,421,optimal
2024-12-14,EC2,t3.micro,eu-central-1,3.67,50.54,51.26,88.97,141.18,362,optimal
2024-12-24,EC2,m5.2xlarge,ap-south-1,162.84,42.1,43.6,68.17,89.44,419,optimal
2024-10-14,S3,Glacier,eu-west-1,20.09,0.0,0.0,53.27,4990.72,730,optimal
2024-04-26,RDS,db.r5.xlarge,ap-south-1,321.57,39.42,51.8,35.97,277.23,639,reserved_instance
2024-07-30,EBS,gp3,eu-central-1,26.87,0.0,0.0,113.79,346.6,730,optimal
2024-10-31,S3,Intelligent-Tiering,eu-central-1,12.37,0.0,0.0,164.96,1001.48,730,optimal
2024-02-29,Lambda,128MB,ap-south-1,0.02,36.97,15.31,10.14,0.0,0,optimal
2024-09-20,RDS,db.r5.large,us-west-2,132.34,56.89,49.12,64.27,232.68,559,optimal
2024-10-02,EC2,t3.large,ap-southeast-1,14.46,41.05,43.74,96.25,108.04,172,terminate
2024-01-19,S3,Intelligent-Tiering,us-east-1,17.89,0.0,0.0,12.26,1447.66,730,optimal
2024-03-19,S3,Glacier,ap-southeast-1,9.29,0.0,0.0,0.64,2363.54,730,optimal
2024-11-08,Lambda,256MB,ap-southeast-1,0.04,70.91,18.0,0.01,0.0,0,optimal
2024-04-03,EC2,m5.xlarge,eu-west-1,60.71,20.85,36.42,81.25,105.59,318,downsize
2024-07-03,Lambda,512MB,ap-south-1,0.08,51.13,50.29,0.31,0.0,0,optimal
2024-05-03,S3,Standard,eu-central-1,105.23,0.0,0.0,154.68,4365.31,730,optimal
2024-09-28,EC2,m5.large,eu-west-1,62.99,6.26,7.42,108.16,94.55,658,downsize
2024-08-10,EC2,m5.large,eu-central-1,29.7,39.77,52.47,67.35,83.78,298,optimal
2024-10-28,EBS,gp3,ap-southeast-1,27.96,0.0,0.0,3.88,363.13,730,optimal
2024-06-02,EBS,gp3,ap-south-1,23.31,0.0,0.0,39.29,283.25,730,optimal
2024-03-31,S3,Standard,eu-central-1,61.58,0.0,0.0,59.16,2778.44,730,optimal
2024-11-18,S3,Intelligent-Tiering,us-west-2,68.12,0.0,0.0,23.51,5335.87,730,optimal
2024-10-03,EC2,t3.2xlarge,eu-west-1,49.09,58.81,62.16,86.05,42.37,154,terminate
2024-08-16,Lambda,512MB,ap-southeast-1,0.09,65.43,29.7,8.24,0.0,0,optimal
2024-01-26,Lambda,512MB,eu-central-1,0.09,24.86,15.41,0.73,0.0,0,optimal
2024-11-13,S3,Intelligent-Tiering,us-east-1,69.31,0.0,0.0,56.31,5604.57,730,optimal
2024-07-05,Lambda,256MB,us-west-2,0.04,34.71,22.2,0.62,0.0,0,optimal
2024-10-16,RDS,db.t3.micro,ap-south-1,7.21,45.58,56.63,68.05,651.57,417,optimal
2024-10-03,S3,Intelligent-Tiering,us-east-1,37.7,0.0,0.0,53.5,2888.79,730,optimal
2024-01-22,Lambda,512MB,ap-southeast-1,0.09,45.87,42.11,1.47,0.0,0,optimal
2024-01-15,EBS,gp2,us-west-2,38.35,0.0,0.0,24.78,377.16,730,delete_unused
2024-02-12,EC2,m5.xlarge,ap-south-1,92.95,6.13,22.83,170.61,190.92,497,downsize
2024-02-18,EBS,gp2,us-west-2,15.63,0.0,0.0,49.71,164.32,730,optimal
2024-05-31,Lambda,1024MB,us-east-1,0.18,23.86,9.64,6.51,0.0,0,reduce_memory
2024-12-17,RDS,db.t3.small,ap-southeast-1,13.8,55.06,75.07,46.17,862.17,412,optimal
2024-07-26,EBS,io1,us-west-2,40.45,0.0,0.0,65.79,325.14,730,optimal
2024-05-17,EC2,c5.xlarge,us-west-2,16.38,38.57,49.32,123.23,134.15,100,terminate
2024-02-12,RDS,db.t3.small,eu-central-1,19.12,63.78,46.56,15.33,567.87,560,optimal
2024-10-16,S3,Standard,us-east-1,132.73,0.0,0.0,3.46,5571.08,730,intelligent_tiering
2024-03-21,Lambda,128MB,us-east-1,0.02,15.95,62.76,1.48,0.0,0,optimal
2024-06-12,EC2,t3.2xlarge,us-west-2,94.2,32.29,31.77,110.1,20.11,287,optimal
2024-06-26,EBS,io1,eu-central-1,70.47,0.0,0.0,42.65,561.25,730,downgrade_to_gp3
2024-11-12,S3,Standard,eu-central-1,81.66,0.0,0.0,76.48,3425.14,730,optimal
2024-05-24,EC2,m5.xlarge,us-east-1,107.84,23.06,25.81,51.16,130.35,553,downsize
2024-12-26,RDS,db.t3.small,eu-central-1,24.4,25.01,40.91,2.88,482.0,704,optimal
2024-10-08,EC2,t3.2xlarge,ap-southeast-1,231.18,57.55,54.3,22.03,90.57,704,optimal
2024-12-11,S3,Glacier,us-east-1,15.36,0.0,0.0,3.43,4014.28,730,optimal
2024-04-28,EC2,t3.micro,us-east-1,4.99,11.17,15.01,13.72,89.39,502,optimal
2024-05-27,EBS,gp3,eu-west-1,21.74,0.0,0.0,32.9,263.62,730,optimal
2024-01-07,RDS,db.r5.xlarge,us-east-1,196.14,34.73,14.49,21.56,341.54,401,optimal
2024-05-22,S3,Standard,us-east-1,125.18,0.0,0.0,6.72,5227.17,730,intelligent_tiering
2024-04-19,Lambda,128MB,ap-south-1,0.02,50.27,49.35,0.43,0.0,0,optimal
2024-11-09,S3,Standard,us-east-1,146.18,0.0,0.0,22.07,6494.23,730,intelligent_tiering
2024-10-04,S3,Glacier,ap-south-1,24.78,0.0,0.0,52.76,6096.91,730,optimal
2024-02-18,RDS,db.t3.medium,ap-south-1,49.14,27.03,42.02,33.5,622.5,715,optimal
2024-03-30,EBS,io1,eu-west-1,40.15,0.0,0.0,70.54,317.93,730,optimal
2024-05-04,S3,Glacier,ap-south-1,13.49,0.0,0.0,5.69,3323.58,730,optimal
2024-06-23,RDS,db.t3.micro,eu-west-1,9.97,13.86,37.92,30.92,564.8,598,optimal
2024-02-06,EC2,t3.micro,eu-central-1,6.13,54.04,39.58,103.26,238.16,598,optimal
2024-10-18,EBS,gp2,ap-southeast-1,36.33,0.0,0.0,47.0,380.64,730,delete_unused
2024-10-19,Lambda,128MB,us-east-1,0.02,62.74,32.49,1.41,0.0,0,optimal
2024-10-06,Lambda,1024MB,eu-central-1,0.18,36.7,15.17,4.51,0.0,0,reduce_memory
2024-05-14,EC2,t3.large,eu-central-1,50.52,13.78,25.23,46.24,78.87,612,downsize
2024-05-16,RDS,db.t3.small,ap-southeast-1,17.28,43.87,49.23,11.6,331.08,499,optimal
2024-10-18,S3,Intelligent-Tiering,ap-south-1,23.74,0.0,0.0,7.36,1837.94,730,optimal
2024-12-23,S3,Standard,us-east-1,88.86,0.0,0.0,6.85,3764.61,730,optimal
2024-01-02,Lambda,1024MB,eu-central-1,0.17,26.36,65.38,7.49,0.0,0,optimal
2024-07-12,RDS,db.t3.medium,eu-west-1,28.43,50.94,72.21,71.62,252.11,404,optimal
2024-04-21,RDS,db.t3.medium,us-east-1,30.97,39.05,32.44,72.1,605.01,437,optimal
2024-09-09,RDS,db.r5.large,eu-west-1,123.43,43.53,30.38,10.86,728.55,530,optimal
2024-03-07,Lambda,256MB,eu-west-1,0.04,38.92,32.46,3.99,0.0,0,optimal
2024-02-24,Lambda,512MB,us-west-2,0.09,31.78,32.63,0.06,0.0,0,optimal
2024-10-25,EC2,c5.xlarge,us-west-2,115.26,8.49,5.0,190.39,12.53,686,downsize
2024-12-25,RDS,db.t3.small,us-west-2,19.48,24.45,58.88,22.57,510.09,557,optimal
2024-06-18,EC2,t3.small,us-east-1,2.85,43.04,54.62,73.32,163.48,132,terminate
2024-10-19,EC2,c5.xlarge,eu-central-1,24.65,17.07,12.28,166.32,85.05,147,terminate
2024-07-01,RDS,db.t3.micro,ap-southeast-1,11.74,44.21,50.11,70.2,472.82,676,optimal
2024-10-11,Lambda,512MB,us-west-2,0.08,23.16,33.61,0.0,0.0,0,optimal
2024-01-08,RDS,db.t3.micro,us-east-1,9.74,61.58,43.79,6.09,219.26,596,optimal
2024-07-20,Lambda,256MB,us-west-2,0.04,36.63,74.08,2.78,0.0,0,optimal
2024-11-11,EC2,t3.xlarge,ap-southeast-1,76.6,5.19,5.0,49.51,81.22,442,downsize
2024-08-21,S3,Glacier,ap-south-1,12.18,0.0,0.0,147.54,3034.57,730,optimal
2024-10-05,Lambda,512MB,ap-south-1,0.09,62.89,42.87,8.18,0.0,0,optimal
2024-04-05,EC2,t3.medium,ap-south-1,28.17,24.09,36.45,286.9,106.59,707,optimal
2024-08-04,S3,Standard,eu-central-1,36.72,0.0,0.0,155.13,1558.75,730,optimal
2024-01-24,RDS,db.t3.small,eu-central-1,17.42,30.93,37.42,5.02,315.34,491,optimal
2024-01-05,RDS,db.r5.large,eu-west-1,138.52,69.29,45.02,47.59,301.27,581,optimal
2024-09-23,RDS,db.t3.micro,eu-west-1,10.52,17.97,90.58,43.09,781.97,636,optimal
2024-08-25,EC2,c5.large,us-west-2,8.89,32.55,21.54,21.98,78.97,101,terminate
2024-08-15,EC2,t3.small,eu-west-1,5.53,16.39,12.47,27.24,89.44,265,optimal
2024-04-25,EBS,gp2,us-west-2,25.44,0.0,0.0,19.78,266.69,730,optimal
2024-12-24,RDS,db.t3.micro,ap-southeast-1,12.22,52.28,58.11,8.78,320.23,711,optimal
2024-12-04,RDS,db.t3.micro,eu-west-1,11.1,34.47,57.57,23.31,613.68,668,optimal
2024-03-04,EBS,io2,ap-southeast-1,39.75,0.0,0.0,34.34,325.5,730,delete_unused
2024-07-06,EBS,gp2,eu-central-1,14.58,0.0,0.0,54.81,144.54,730,delete_unused
2024-02-27,EBS,io2,us-west-2,23.82,0.0,0.0,5.72,188.69,730,downgrade_to_gp3
2024-06-19,EBS,gp2,ap-southeast-1,23.06,0.0,0.0,49.7,234.65,730,optimal
2024-06-09,EBS,io2,ap-southeast-1,21.49,0.0,0.0,11.09,173.4,730,downgrade_to_gp3
2024-03-26,EC2,m5.large,ap-south-1,57.91,25.98,31.88,17.71,161.81,629,downsize
2024-01-23,EC2,t3.2xlarge,us-west-2,192.16,18.76,16.92,73.78,63.88,590,downsize
2024-09-30,EBS,gp3,us-east-1,26.93,0.0,0.0,18.28,331.98,730,optimal
2024-07-11,EBS,gp3,ap-south-1,51.49,0.0,0.0,101.75,620.72,730,optimal
2024-09-02,RDS,db.r5.xlarge,eu-west-1,280.37,39.36,45.25,1.55,201.83,569,reserved_instance
2024-06-08,EC2,c5.xlarge,us-east-1,109.13,20.39,34.84,115.27,42.01,626,downsize
2024-03-11,RDS,db.r5.large,us-west-2,91.67,56.85,17.95,83.78,272.09,400,optimal
2024-01-28,RDS,db.r5.xlarge,us-west-2,350.78,54.91,50.58,8.71,472.19,714,reserved_instance
2024-05-30,EBS,gp3,ap-southeast-1,29.78,0.0,0.0,14.75,366.23,730,optimal
2024-04-27,RDS,db.t3.small,us-east-1,18.01,59.29,69.47,2.37,675.59,529,optimal
2024-02-15,S3,Intelligent-Tiering,eu-central-1,53.99,0.0,0.0,80.28,4398.4,730,optimal
2024-05-22,RDS,db.t3.small,ap-southeast-1,21.9,32.97,67.22,38.52,246.58,668,optimal
2024-02-26,EC2,m5.large,eu-west-1,68.03,36.51,33.19,102.52,103.04,691,optimal
2024-11-04,RDS,db.t3.micro,ap-southeast-1,8.14,48.09,66.97,34.06,762.92,464,optimal
2024-11-17,EC2,t3.medium,us-east-1,12.68,44.63,39.83,121.73,107.48,312,optimal
2024-01-26,S3,Glacier,ap-southeast-1,17.25,0.0,0.0,41.07,4172.4,730,optimal
2024-03-17,RDS,db.t3.small,us-west-2,22.24,80.82,42.77,48.53,224.96,624,optimal
2024-09-11,S3,Standard,ap-southeast-1,83.21,0.0,0.0,41.22,3513.87,730,optimal
2024-02-22,RDS,db.t3.medium,ap-southeast-1,32.44,24.84,15.94,34.51,365.97,499,optimal
2024-01-22,RDS,db.r5.xlarge,us-east-1,300.89,20.56,13.65,6.81,243.08,613,downsize
2024-06-20,EC2,m5.large,eu-west-1,47.47,35.2,23.52,223.21,115.57,505,optimal
2024-04-10,EC2,c5.xlarge,us-east-1,75.55,16.66,20.43,32.92,156.6,452,downsize
2024-10-31,RDS,db.r5.large,eu-central-1,153.88,25.63,67.72,29.67,374.44,635,reserved_instance
2024-07-01,Lambda,128MB,ap-south-1,0.02,50.68,25.38,0.27,0.0,0,optimal
2024-10-02,RDS,db.t3.small,us-east-1,14.61,11.87,54.71,6.88,765.4,411,optimal
2024-11-29,RDS,db.r5.xlarge,us-east-1,303.21,42.12,64.09,14.83,448.68,612,reserved_instance
2024-12-15,EC2,m5.xlarge,eu-west-1,94.22,19.84,17.88,41.84,73.21,487,downsize
2024-11-07,EC2,t3.medium,ap-south-1,27.15,58.44,55.07,19.56,65.21,643,optimal
2024-04-21,EC2,t3.micro,eu-west-1,3.65,39.48,43.85,85.65,16.05,353,optimal
2024-10-04,S3,Standard,ap-south-1,98.38,0.0,0.0,37.56,4359.25,730,optimal
2024-07-17,Lambda,256MB,us-west-2,0.04,42.87,42.57,2.48,0.0,0,optimal
2024-10-17,EC2,t3.large,us-east-1,44.88,22.88,28.74,255.21,101.98,529,optimal
2024-09-06,EC2,m5.2xlarge,us-east-1,176.14,53.04,49.25,35.36,109.18,475,optimal
2024-07-26,EBS,io1,eu-central-1,26.5,0.0,0.0,38.24,209.23,730,downgrade_to_gp3
2024-07-20,Lambda,128MB,eu-central-1,0.02,36.45,18.87,0.4,0.0,0,optimal
2024-04-29,Lambda,256MB,us-east-1,0.05,54.89,44.12,2.36,0.0,0,optimal
2024-10-19,EBS,io2,eu-west-1,14.95,0.0,0.0,30.63,115.19,730,downgrade_to_gp3
2024-06-04,EBS,io1,eu-west-1,23.98,0.0,0.0,64.24,190.41,730,optimal
2024-01-19,Lambda,1024MB,eu-central-1,0.18,62.58,17.6,7.23,0.0,0,reduce_memory
2024-04-10,S3,Glacier,us-west-2,27.52,0.0,0.0,14.31,6854.66,730,optimal
2024-04-25,EBS,io2,eu-west-1,20.43,0.0,0.0,82.08,168.54,730,delete_unused
2024-11-27,EBS,io2,us-west-2,25.36,0.0,0.0,106.83,212.35,730,optimal
2024-03-07,RDS,db.r5.large,us-west-2,147.28,53.59,51.06,156.57,386.65,622,optimal
2024-03-01,EC2,t3.xlarge,us-west-2,59.83,15.55,14.12,21.58,85.47,361,downsize
2024-04-20,Lambda,256MB,ap-southeast-1,0.05,57.05,62.06,3.6,0.0,0,optimal
2024-06-24,EBS,io1,eu-west-1,45.62,0.0,0.0,50.45,363.88,730,optimal
2024-02-21,EBS,gp2,ap-south-1,23.3,0.0,0.0,47.38,238.57,730,optimal
2024-10-31,EBS,gp2,ap-southeast-1,56.8,0.0,0.0,45.86,558.36,730,optimal
2024-07-27,RDS,db.t3.small,ap-southeast-1,18.31,11.27,77.69,25.15,954.48,559,optimal
2024-12-30,EC2,c5.xlarge,ap-south-1,114.46,30.72,30.69,109.8,159.66,684,optimal
2024-12-15,Lambda,512MB,us-west-2,0.09,9.57,16.25,0.31,0.0,0,optimal
2024-04-12,EBS,io1,us-west-2,35.97,0.0,0.0,25.77,288.77,730,downgrade_to_gp3
2024-05-24,Lambda,256MB,eu-west-1,0.04,23.43,50.56,3.05,0.0,0,optimal
2024-12-07,EC2,t3.2xlarge,ap-south-1,112.23,13.69,6.6,92.72,78.33,341,downsize
2024-04-25,RDS,db.t3.medium,us-west-2,27.42,23.46,33.92,141.48,580.64,417,optimal
2024-12-19,RDS,db.t3.micro,us-east-1,9.54,18.62,29.62,16.22,293.86,587,optimal
2024-12-08,EBS,io2,eu-central-1,50.29,0.0,0.0,29.03,416.66,730,delete_unused
2024-05-16,S3,Intelligent-Tiering,ap-southeast-1,28.44,0.0,0.0,79.37,2237.28,730,optimal
2024-07-18,EBS,io1,eu-central-1,25.68,0.0,0.0,11.99,200.19,730,downgrade_to_gp3
2024-08-20,Lambda,512MB,ap-southeast-1,0.09,57.66,42.35,4.19,0.0,0,optimal
2024-11-21,S3,Standard,eu-west-1,104.88,0.0,0.0,107.61,4737.13,730,optimal
2024-05-02,Lambda,512MB,ap-south-1,0.09,20.55,80.66,1.54,0.0,0,optimal
2024-08-29,S3,Intelligent-Tiering,eu-central-1,59.61,0.0,0.0,41.66,4904.03,730,optimal
2024-10-31,EBS,io2,us-east-1,18.09,0.0,0.0,48.76,148.64,730,downgrade_to_gp3
2024-05-23,RDS,db.t3.micro,us-west-2,9.63,56.96,48.54,149.58,415.04,575,optimal
2024-05-26,S3,Standard,ap-south-1,98.14,0.0,0.0,10.53,4396.23,730,optimal
2024-12-23,EC2,c5.large,eu-west-1,34.25,16.84,5.0,38.42,85.89,413,optimal
2024-09-17,EC2,t3.2xlarge,us-west-2,173.96,55.0,33.76,123.85,138.19,508,optimal
2024-11-01,RDS,db.t3.medium,eu-west-1,47.05,26.89,53.07,19.16,736.83,694,optimal
2024-07-14,Lambda,512MB,eu-central-1,0.09,13.58,74.44,9.66,0.0,0,optimal
2024-04-03,EC2,t3.large,us-east-1,47.56,7.7,19.49,130.08,39.97,564,optimal
2024-05-21,RDS,db.t3.small,eu-west-1,22.88,48.99,38.0,36.79,384.88,701,optimal
2024-03-01,S3,Standard,eu-central-1,81.24,0.0,0.0,60.71,3609.98,730,optimal
2024-03-03,S3,Standard,ap-southeast-1,43.02,0.0,0.0,35.82,1837.75,730,optimal
2024-05-15,EBS,gp3,us-west-2,28.08,0.0,0.0,17.66,362.53,730,optimal
2024-03-21,Lambda,128MB,eu-west-1,0.02,77.6,19.97,3.51,0.0,0,optimal
2024-06-11,S3,Standard,ap-southeast-1,26.08,0.0,0.0,0.47,1175.47,730,optimal
2024-01-29,Lambda,1024MB,us-west-2,0.18,35.86,46.1,0.06,0.0,0,optimal
2024-12-02,Lambda,256MB,us-east-1,0.04,71.65,54.91,0.28,0.0,0,optimal
2024-12-14,EC2,t3.micro,ap-south-1,2.3,29.08,26.94,145.16,80.31,224,optimal
2024-09-10,EBS,io1,us-west-2,19.74,0.0,0.0,91.03,157.45,730,delete_unused
2024-03-02,EC2,t3.2xlarge,ap-southeast-1,213.53,14.18,15.88,110.79,75.39,662,downsize
2024-08-16,EC2,m5.2xlarge,eu-west-1,160.88,28.67,24.59,174.3,119.34,425,downsize
2024-03-21,RDS,db.t3.medium,ap-southeast-1,37.35,44.88,65.89,35.11,414.27,543,optimal
2024-03-31,Lambda,1024MB,eu-west-1,0.18,7.69,15.68,0.23,0.0,0,reduce_memory
2024-05-16,Lambda,128MB,us-east-1,0.02,13.28,19.25,0.97,0.0,0,optimal
2024-09-11,RDS,db.t3.small,ap-southeast-1,13.98,40.5,70.61,62.38,594.27,412,optimal
2024-12-20,EBS,io2,eu-west-1,17.62,0.0,0.0,11.86,140.5,730,downgrade_to_gp3
2024-03-16,RDS,db.r5.large,eu-central-1,148.77,68.16,48.6,25.08,613.64,631,reserved_instance
2024-03-08,EBS,io2,eu-central-1,26.53,0.0,0.0,18.28,203.42,730,downgrade_to_gp3
2024-07-27,RDS,db.t3.small,eu-central-1,13.73,50.51,18.41,44.78,314.88,401,optimal
2024-02-27,S3,Standard,ap-southeast-1,117.57,0.0,0.0,28.41,5104.62,730,intelligent_tiering
2024-01-24,S3,Standard,eu-central-1,85.08,0.0,0.0,80.43,3556.59,730,optimal
2024-10-01,EC2,t3.micro,eu-west-1,4.39,21.22,21.97,117.69,127.77,433,optimal
2024-11-28,EBS,gp2,us-east-1,42.55,0.0,0.0,56.32,425.3,730,delete_unused
2024-03-18,Lambda,256MB,ap-southeast-1,0.05,62.09,28.7,0.08,0.0,0,optimal
2024-03-06,EC2,t3.xlarge,us-west-2,72.44,18.2,21.83,65.9,66.14,427,downsize
2024-08-25,RDS,db.t3.micro,eu-central-1,6.91,25.14,34.22,43.13,465.34,413,optimal
2024-11-05,S3,Standard,ap-south-1,31.47,0.0,0.0,29.61,1367.61,730,optimal
2024-12-20,EC2,t3.large,eu-central-1,51.0,56.57,57.46,158.46,43.36,641,optimal
2024-11-17,EC2,m5.xlarge,us-west-2,26.99,28.28,21.93,75.14,10.5,135,terminate
2024-04-11,EC2,t3.large,eu-central-1,37.8,22.95,18.44,28.36,64.02,454,optimal
2024-06-28,RDS,db.r5.xlarge,eu-central-1,227.76,21.08,44.27,94.76,294.05,490,downsize
2024-01-14,EBS,gp3,ap-south-1,42.14,0.0,0.0,14.37,526.9,730,optimal
2024-09-05,RDS,db.t3.medium,us-west-2,39.84,49.65,35.98,7.65,698.82,591,optimal
2024-11-11,S3,Glacier,ap-southeast-1,9.24,0.0,0.0,31.41,2320.3,730,optimal
2024-04-19,RDS,db.t3.small,us-west-2,15.71,55.34,48.5,16.4,994.32,477,optimal
2024-11-23,Lambda,256MB,ap-southeast-1,0.04,24.28,60.0,0.21,0.0,0,optimal
2024-11-11,RDS,db.r5.xlarge,ap-south-1,324.98,27.37,11.55,13.68,967.92,711,reserved_instance
2024-03-30,EC2,t3.xlarge,eu-west-1,102.21,63.55,67.21,42.81,184.78,585,optimal
2024-12-19,RDS,db.t3.medium,us-west-2,31.66,40.02,48.12,26.19,451.87,466,optimal
2024-04-26,Lambda,1024MB,us-east-1,0.18,67.68,31.16,0.18,0.0,0,reduce_memory
2024-09-16,S3,Standard,eu-central-1,38.14,0.0,0.0,83.73,1581.22,730,optimal
2024-07-22,EC2,t3.micro,ap-south-1,5.85,52.61,52.82,154.12,34.36,570,optimal
2024-01-24,EBS,gp3,eu-central-1,12.47,0.0,0.0,1.98,153.44,730,optimal
2024-03-02,EBS,gp3,us-west-2,13.05,0.0,0.0,2.41,155.57,730,optimal
2024-02-20,EC2,m5.xlarge,us-east-1,51.65,28.28,40.15,32.4,208.49,259,optimal
2024-07-21,EC2,t3.2xlarge,ap-southeast-1,222.71,41.25,44.9,92.36,43.06,666,optimal
2024-04-23,EBS,gp3,ap-southeast-1,13.8,0.0,0.0,77.84,173.15,730,delete_unused
2024-09-09,Lambda,512MB,ap-south-1,0.09,42.28,28.79,0.73,0.0,0,optimal
2024-05-12,Lambda,1024MB,us-west-2,0.18,29.14,62.54,3.21,0.0,0,optimal
2024-06-15,Lambda,512MB,us-west-2,0.08,54.23,16.64,0.02,0.0,0,optimal
2024-03-15,RDS,db.t3.small,ap-southeast-1,16.43,46.09,26.18,14.2,574.78,478,optimal
2024-03-13,RDS,db.r5.xlarge,us-east-1,340.77,49.84,53.2,7.56,751.63,724,reserved_instance
2024-02-24,EBS,io1,eu-west-1,21.86,0.0,0.0,68.17,176.51,730,optimal
2024-06-26,EBS,gp3,ap-southeast-1,19.24,0.0,0.0,59.93,239.45,730,optimal
2024-12-16,RDS,db.t3.small,ap-southeast-1,20.66,46.42,70.17,19.37,439.64,581,optimal
2024-07-26,EC2,m5.large,us-west-2,41.1,15.49,35.1,23.19,74.76,445,optimal
2024-04-18,S3,Glacier,us-east-1,10.76,0.0,0.0,16.08,2636.95,730,optimal
2024-07-18,RDS,db.r5.large,us-west-2,99.13,27.53,42.22,34.55,647.37,434,optimal
2024-11-27,EC2,m5.2xlarge,us-east-1,146.37,19.88,16.68,69.89,65.32,378,downsize
2024-07-22,Lambda,512MB,us-east-1,0.08,15.69,19.03,0.61,0.0,0,optimal
2024-04-30,EC2,m5.xlarge,ap-southeast-1,83.66,41.84,63.39,94.46,69.39,422,optimal
2024-04-27,EBS,io1,us-east-1,18.74,0.0,0.0,7.32,146.64,730,downgrade_to_gp3
2024-06-14,RDS,db.t3.micro,ap-southeast-1,7.41,27.51,52.12,13.97,253.08,436,optimal
2024-04-22,Lambda,256MB,eu-central-1,0.05,66.49,23.59,1.8,0.0,0,optimal
2024-12-04,EC2,m5.2xlarge,eu-west-1,185.66,29.46,48.41,138.29,76.82,508,downsize
2024-04-27,EBS,io2,ap-southeast-1,3.16,0.0,0.0,16.15,24.21,730,downgrade_to_gp3
2024-02-02,S3,Glacier,eu-west-1,14.44,0.0,0.0,76.22,3742.37,730,optimal
2024-08-31,EC2,t3.2xlarge,eu-west-1,117.01,70.93,69.66,273.51,15.38,357,optimal
2024-10-18,EC2,t3.medium,ap-southeast-1,7.24,36.06,31.88,19.19,48.81,168,terminate
2024-07-07,EC2,m5.large,ap-southeast-1,36.03,38.97,29.35,97.63,167.37,374,optimal
2024-02-06,EC2,c5.large,ap-southeast-1,37.07,24.48,32.82,49.35,103.98,450,optimal
2024-06-17,Lambda,512MB,us-east-1,0.09,10.0,55.3,1.6,0.0,0,optimal
2024-10-18,EC2,c5.large,ap-southeast-1,41.34,74.72,56.67,102.6,114.54,484,optimal
2024-10-30,RDS,db.r5.xlarge,eu-west-1,296.77,46.02,44.09,27.12,852.44,630,reserved_instance
2024-10-07,Lambda,512MB,us-west-2,0.09,64.55,38.7,6.51,0.0,0,optimal
2024-01-31,Lambda,128MB,us-west-2,0.02,10.17,13.83,0.1,0.0,0,optimal
2024-01-10,S3,Standard,eu-central-1,44.15,0.0,0.0,181.69,2013.05,730,optimal
2024-03-22,EC2,t3.small,ap-south-1,12.62,37.17,25.78,148.64,106.38,608,optimal
2024-02-19,RDS,db.t3.micro,us-west-2,9.92,21.67,22.48,36.78,383.71,557,optimal
2024-02-07,RDS,db.r5.xlarge,us-west-2,301.8,23.51,49.5,20.43,312.07,620,downsize
2024-11-13,Lambda,1024MB,ap-south-1,0.18,21.32,28.85,2.8,0.0,0,reduce_memory
2024-10-17,Lambda,1024MB,us-east-1,0.17,23.72,2.66,1.8,0.0,0,reduce_memory
